4.001481644796000126e+01,-8.303112299194999935e+01,1.865999999999999881e-01,-6.850000000000000533e-02,4.007536433939999296e-03,2.087533726154040092e+00,2.918028784819999815e-03,1.807638209999999912e+00,-4.895635810000000254e-01,3.400809739489999970e+02,2.024000000000000000e+03,1.200000000000000000e+01,9.000000000000000000e+00,1.300000000000000000e+01,4.200000000000000000e+01,1.181440000000000046e+00
4.001481646509000001e+01,-8.303112300022999648e+01,1.930000000000000049e-01,-7.099999999999999367e-02,2.124748790567999868e-02,7.375464258308799259e-01,-1.375332881239999970e-03,1.809192793000000021e+00,-4.846959490000000148e-01,3.400808449749999909e+02,2.024000000000000000e+03,1.200000000000000000e+01,9.000000000000000000e+00,1.300000000000000000e+01,4.200000000000000000e+01,1.235214000000000034e+00
4.001481656071000259e+01,-8.303112304604999849e+01,2.306999999999999884e-01,-8.409999999999999420e-02,1.603932202580000271e-02,1.573595019230220160e+00,-8.180354719004000186e-02,1.814559569000000039e+00,-4.607155090000000230e-01,3.400802104819999840e+02,2.024000000000000000e+03,1.200000000000000000e+01,9.000000000000000000e+00,1.300000000000000000e+01,4.200000000000000000e+01,1.287557999999999980e+00
4.001481667457999691e+01,-8.303112310049000655e+01,2.740000000000000213e-01,-1.000999999999999945e-01,-1.383893367572000023e-02,1.828292507999119909e+00,-1.183732048018000006e-02,1.818870757000000005e+00,-4.331160549999999998e-01,3.400794705449999924e+02,2.024000000000000000e+03,1.200000000000000000e+01,9.000000000000000000e+00,1.300000000000000000e+01,4.200000000000000000e+01,1.340618000000000087e+00
4.001481680912999650e+01,-8.303112316525999859e+01,3.225999999999999979e-01,-1.197000000000000008e-01,-6.042825615696000019e-02,2.079219987010699988e+00,6.174322568610000200e-02,1.822848237999999954e+00,-4.075146720000000222e-01,3.400781906060000210e+02,2.024000000000000000e+03,1.200000000000000000e+01,9.000000000000000000e+00,1.300000000000000000e+01,4.200000000000000000e+01,1.393712999999999980e+00
4.001481700151000354e+01,-8.303112325848999831e+01,3.886999999999999900e-01,-1.453000000000000125e-01,-1.252728897423200094e-01,3.527396414663659829e+00,1.730835301771599943e-01,1.827031743000000041e+00,-3.768239809999999745e-01,3.400763989239999887e+02,2.024000000000000000e+03,1.200000000000000000e+01,9.000000000000000000e+00,1.300000000000000000e+01,4.200000000000000000e+01,1.446844999999999937e+00
4.001481718957000311e+01,-8.303112335075999795e+01,4.462999999999999745e-01,-1.685999999999999999e-01,-9.934006546076000477e-02,2.475305190357320217e+00,1.433950160637600113e-01,1.831111775000000108e+00,-3.540186900000000247e-01,3.400745572669999888e+02,2.024000000000000000e+03,1.200000000000000000e+01,9.000000000000000000e+00,1.300000000000000000e+01,4.200000000000000000e+01,1.500299999999999967e+00
4.001481740381999685e+01,-8.303112345741000411e+01,5.051999999999999824e-01,-1.937000000000000111e-01,-1.264835890716199951e-01,2.560411061630440077e+00,1.826640429230000084e-01,1.829474009999999984e+00,-3.405255699999999996e-01,3.400720645100000183e+02,2.024000000000000000e+03,1.200000000000000000e+01,9.000000000000000000e+00,1.300000000000000000e+01,4.200000000000000000e+01,1.553925000000000001e+00
4.001481769554000323e+01,-8.303112360439000383e+01,5.742000000000000437e-01,-2.235000000000000042e-01,-1.482671699573000212e-01,2.491895787583700006e+00,2.014854112325399904e-01,1.821062476000000041e+00,-3.431500510000000115e-01,3.400657905570000139e+02,2.024000000000000000e+03,1.200000000000000000e+01,9.000000000000000000e+00,1.300000000000000000e+01,4.200000000000000000e+01,1.607048999999999950e+00
4.001481796646000078e+01,-8.303112374200000545e+01,6.289000000000000146e-01,-2.454999999999999960e-01,-8.409872960424000232e-02,2.343838186208780261e+00,8.325329595178000697e-02,1.811443657999999957e+00,-3.557668339999999763e-01,3.400590806850000263e+02,2.024000000000000000e+03,1.200000000000000000e+01,9.000000000000000000e+00,1.300000000000000000e+01,4.200000000000000000e+01,1.660422999999999982e+00
